,video_id,comment,polarity,sentiment
28,WhiBpmH1mE4,Wow! 😳. That is crazy !  Thanks Dr. Jen ! I appreciate you always dear. Good night 😊🙏💝,0.08124999999999999,positive
29,WhiBpmH1mE4,"DO NOT DO THIS....EVER!!!!!!    repeat
DO NOT EVER DO THIS!!!!!",0.0,neutral
30,WhiBpmH1mE4,I just want to say I never had Covid-19 and only had one shot which I was forced into!! This my Covid-19 story Dr. Jen👌🏾👍🏾👍🏾,-0.23437500000000003,negative
31,WhiBpmH1mE4,Let’s talk to this man in a year!,0.0,neutral
32,WhiBpmH1mE4,"Ferrets have one of the closest immune type to humans.
UK has roughly 500000 (half million) Ferrets.
Ferrets spread influenza to humans.
Not a single case of 1 Ferret contracting, spreading or dying of Sars Cov2.
Which animal has been chosen to test model CV19 vaccines on?

The Ferret.",-0.07698412698412699,negative
33,LfmhYVCCGhc,No recourse with vaxx companies should tell us something,0.0,neutral
34,LfmhYVCCGhc,"Joe Rogan is right !
Imagine defending Pfizer in 2024…",0.3571428571428571,positive
35,LfmhYVCCGhc,If you don't see there's a problem at this point you never will,0.0,neutral
36,LfmhYVCCGhc,The fact that Joe Rogan is correct.  The ignorance of people that don’t do their own research 🤦‍♂️,0.6,positive
37,LfmhYVCCGhc,There has been a sharp rise in excess deaths worldwide since about mid 2021. Just baffling what could be causing this. Any ideas anybody ??,-0.0625,negative
38,LfmhYVCCGhc,In western Australian the death rate went up dramatically after the vaccine rollout. That was before covid reached that state.,0.0,neutral
39,LfmhYVCCGhc,"If you completely ignore VAERS and every other database worldwide and live in an alternative reality, then yeah, these covid injections are the best and safest vaccinations ever.",0.2778409090909091,positive
40,oFDOQ9Pn-XM,Dude wants to join the X-men but he’s gonna be the guy that just turns into water.,0.2,positive
41,oFDOQ9Pn-XM,"""And showed no side effects.""
Yet.",0.0,neutral
42,oFDOQ9Pn-XM,You mean he didn’t get the autism and his heart hadn’t exploded?,-0.3125,negative
43,oFDOQ9Pn-XM,"“He administered the shots himself” 😂

And that’s how you know it’s all bullshit",0.0,neutral
44,oFDOQ9Pn-XM,Three weeks after my 5th jab I had a stroke. I then learned of five others in my area who had strokes at exactly the same time - coincidence ? I don't think so - those vaccinations were rushed through and we have no idea exactly what they contained.,0.16666666666666666,positive
45,oFDOQ9Pn-XM,I have never heard such rubbish?👨🏾‍🎓🙄,0.0,neutral
46,oFDOQ9Pn-XM,No Side Effects? YEAH That's one of the symptoms 😂,0.0,neutral
47,oFDOQ9Pn-XM,...and we know this is true because the man said it is. FACTS! 🤣🤣🤣,0.4375,positive
48,oFDOQ9Pn-XM,Mental illness is a terrible thing.,-0.55,negative
49,oFDOQ9Pn-XM,I’ve had none and I’m fine… what a scam 😂,0.0,neutral
50,-Ea3UwYZnrA,Biggest psyops ever perpetrated on human mankind. Great work john.,0.4,positive
51,-Ea3UwYZnrA,"I'm in tears here after listening to Dr John Campbell.He is the first person to explain what has happened to me after having the COVID vaccine. I spent all my savings trying to find answers for severe burning and pins and needles and muscle weakness straight after my 2 nd vaccine. (No NHS drs available at that time) Diagnosed small fibre neuropathy. Not one doctor admitted what I was saying all along, that the vaccine had caused this!!",0.071875,positive
52,-Ea3UwYZnrA,"i'll never forget how people treated me when i told them to avoid the vaccine.. i was already disollusioned with the world before 2020, and what followed just confirmed my disdain. glad theres still some people out there taking it seriously and talking about it",0.18888888888888888,positive
53,-Ea3UwYZnrA,"I’m a retired veterinarian. 

I could see from the start that mRNA had the potential to cause constant antigen production. 

Reverse transcription was taught when I went to vet school, 40 years ago.",0.0,neutral
54,-Ea3UwYZnrA,"Prof. Robert Clancy is an international treasure. Humility, humor, compassion, curiosity and of course great knowledge and skill. In a time of confusion, ignorance and pettiness it is a relief to hear him talk, giving hope to many people suffering with debilitating illness. Long may he live.",0.2772727272727272,positive
55,-Ea3UwYZnrA,"You're brave to discuss possible side effects from the 'Jab', John. I'm downloading this video just in case is dissappears. Thank you, Dr. John.",0.4,positive
56,-Ea3UwYZnrA,Dr Campbell is a man of honor. He did not sell out to big pharma like so many other doctors and politicians. I wish you the best of everything. Thank you.,0.34375,positive
57,-Ea3UwYZnrA,Finally a brilliant review by Professor Clancy based on REAL research! All Doctors need to hear this to help their patients!,0.60625,positive
58,im3otpqYAiQ,Glad I made it through the gaslighting.,0.5,positive
59,im3otpqYAiQ,“They didn’t find anything else that was alarming….” This is actually comical. Aren’t these enough??,0.25,positive
60,im3otpqYAiQ,The dude makes it sound like Myocarditis and pericarditis are just minor health conditions. What a joke,0.17500000000000002,positive
61,im3otpqYAiQ,"If you have to be persuaded, reminded, pressured, lied to, incentivized, coerced, bullied, socially shamed, guilt-tripped, threatened, punished and criminalized … If all of this is considered necessary to gain your compliance — you can be absolutely certain that what is being promoted is not in your best interest.” – Ian Watson",0.3119047619047619,positive
62,im3otpqYAiQ,Didn't they destroy doctors careers who said this 2yr ago .. ?,-0.2,negative
63,im3otpqYAiQ,The Truth must be revealed……. Or we’re doomed to repeat it 😔,0.0,neutral
64,im3otpqYAiQ,Take the number of instances. Multiply by 75000,0.0,neutral
65,im3otpqYAiQ,Its a          B I O W E A P O N,0.0,neutral
66,im3otpqYAiQ,"Slightly is the new buzzword.

You have a slightly higher chance of dying if you enter a polar bear enclosure without protection.

Slightly higher chance.",0.07727272727272727,positive
67,im3otpqYAiQ,No one regrets not getting it,-0.1,negative
68,geXKovieb1E,It’s crazy how the majority of the population don’t have an inner monologue and don’t question anything.,-0.3,negative
69,geXKovieb1E,"i did not take vaccine,.. i'm still alive,....!!",0.15625,positive
70,geXKovieb1E,I never took the Jab. Nor did my 85 year old mother. We are both healthier than most people that took the Jab. I guess you can say we are PURE BLOODS.,0.2714285714285714,positive
71,geXKovieb1E,The risks are NOT small. Bloody lies.,-0.3375,negative
72,geXKovieb1E,When will media outlets like this grow a conscience ?,0.0,neutral
73,geXKovieb1E,"If you have to be persuaded, reminded, pressured, lied to, incentivized, coerced, bullied, socially shamed, guilt-tripped, threatened, punished and criminalized … If all of this is considered necessary to gain your compliance — you can be absolutely certain that what is being promoted is not in your best interest.” – Ian Watson",0.3119047619047619,positive
74,geXKovieb1E,It was a rushed vaccine and not tested enough.,0.0,neutral
75,geXKovieb1E,Yeah benefits...seeing that every day as more and more people are reporting side effects or dying...at least this topic is now open for discussion...,0.175,positive
76,geXKovieb1E,"Too late, harm has been done.",-0.3,negative
77,m2skKkRwYj8,"Let me be unequivocal, Sunak is knowingly lying!",0.0,neutral
78,m2skKkRwYj8,Power to Andrew Bridgen putting his 'all' on the line in the name of truth and transparency.,0.0,neutral
79,m2skKkRwYj8,Disgusting to hear the demented cheers,-1.0,negative
80,m2skKkRwYj8,"JOHN CAMPBELL , ANDREW BRIDGEN , along with several more , need to be applauded for telling the truth especially it’s in government stats .",0.16666666666666666,positive
81,m2skKkRwYj8,"After everything that’s happened in the last 3 years, anyone dumb enough to continue believing these criminals deserves the outcome",-0.125,negative
82,m2skKkRwYj8,"They are so safe 'YOU' had to be threatened to take them, do you remember? No holidays, no job, no seeing loved ones in hospital, no hospital treatment.....do you  remember.???",0.6,positive
83,m2skKkRwYj8,OMG I am jumping up and down in absolute horror here!!! WHAT a totally appalling state of affairs when our (OUR) MPs have the nerve to mock in this way... Sunak you are a disgrace.,-0.03831018518518519,negative
84,m2skKkRwYj8,"Jeez, this guy Sunak, should be charged with corporate manslaughter.",0.0,neutral
85,YVFAvoeFahI,Those who questioned and didn't get jabbed will never get an apology. But they have peace of mind knowing that they haven't got poison locked within their system.,0.0,neutral
86,YVFAvoeFahI,I agree with him😎People should be the only ones Who Control their own BODY 💯,0.3,positive
87,YVFAvoeFahI,APOLOGY??? I want criminal charges filed.,-0.4,negative
88,YVFAvoeFahI,"The fact that the drugs quite obviously were not subject to an adequate peer reviewed clinical trial process along with that billions of people were denied informed consent is all kinds of illegal.

The definition of ""conspiracy"" simply means two or more people secretly agreed to carry out an illegal act.

Therefore, the entire thing was absolutely a ""conspiracy""... less the theory part.",-0.040909090909090916,negative
89,YVFAvoeFahI,Not rare. Quit saying rare.,0.075,positive
90,YVFAvoeFahI,I remember when “natural immunity” wasn’t a thing and if you told anyone they looked at you so strange. I’m glad of my decision now seeing the massive amount of injuries. And as I expected..the injured don’t have a voice. 🤷🏼‍♂️,0.1375,positive
91,YVFAvoeFahI,"Stuff your apologies, and save it for the people who died!!!! The next life is not going to be bought or anything else that is what you are doing to get through this world 😉",0.0,neutral
92,YVFAvoeFahI,I've had covid 4x and it gets easier to fight every time. The first time was the worst but it was just a bad headache and a fatigued body. This was a pandemic of stupidity.,-0.5125,negative
93,YVFAvoeFahI,Apologies not accepted,0.0,neutral
94,IMRTSwb3hCs,What about those giant rubbery clots found in cadavers?  Could you please do a report on that?  They've never been seen by embalmers before 2021.,0.0,neutral
95,IMRTSwb3hCs,"Just watch Dr.John Campbell , he’s ahead of it all",0.0,neutral
96,IMRTSwb3hCs,Chris it’s not extremely rare. And you pushed that shot to no end!,-0.1875,negative
97,IMRTSwb3hCs,17 mill around the world rare ..... 🙄 Thats not called rare thats called crimes against humanity,0.3,positive
98,IMRTSwb3hCs,I’ve met so many jab injured here in Australia. I don’t think it’s “rare” at all. Many years on they are still suffering.,0.43333333333333335,positive
99,IMRTSwb3hCs,My favorite part about being a conspiracy theorist is not getting myocarditis.,0.5,positive
100,IMRTSwb3hCs,IT'S NOT RARE,-0.15,negative
101,IMRTSwb3hCs,And yet it's still being administratored and no one is being held accountable.,0.0,neutral
102,IMRTSwb3hCs,Died suddenly,0.0,neutral
103,mkZ1MabMEZw,This must have taken forever to grow that beard and film.,0.0,neutral
104,mkZ1MabMEZw,"Pfizer before covid: $60 billion in profit
Pfizer after covid: $122 billion in profit",0.0,neutral
105,mkZ1MabMEZw,"Sure wish doctors were this passionate about getting people off junk food, alcohol, and cigarettes.",0.225,positive
106,mkZ1MabMEZw,Favorite VAERS factoid is how one entry says a vaccine turned the recipient into the incredible hulk.,0.7,positive
107,mkZ1MabMEZw,I hope this is archived for the future.,0.0,neutral
108,mkZ1MabMEZw,I'M NOT READY FOR THE NEW WIGS😭😭,0.018181818181818174,positive
109,mkZ1MabMEZw,Hopefully this blue suit has had his boosters.,0.0,neutral
110,mkZ1MabMEZw,Unvaxed for life,0.0,neutral
111,mkZ1MabMEZw,"""So you're saying popsicles kill people?""
""Can I have one?""

Mood",0.0,neutral
112,sidjKoHS6NE,"This whole 3 years of ""covid"" has been nothing short of criminal. Thank you Mr. Campbell....",-0.06666666666666667,negative
113,sidjKoHS6NE,Watching Dr Campbells journey of realizing he's living in a corrupt system of lies and oppression has been magnificent.,0.25,positive
114,sidjKoHS6NE,Your utter contempt for our criminal authorities is beautifully expressed at 3.35. God bless you sir!,0.19999999999999998,positive
115,sidjKoHS6NE,"I have serious concerns about the health industry. They fired all those that refused to push medication they had no idea were safe, and all those that did, are still there.",0.08333333333333334,positive
116,sidjKoHS6NE,absolutely criminal. thank you so much Dr. Campbell for your continued bravery in bringing all these important issues to light.,0.15000000000000002,positive
117,sidjKoHS6NE,"The fact that my husband and myself who are in our early 50s, have made a pact to NOT GO TO THE HOSPITAL or any HEALTHCARE facility no matter the issue; this is where we are at no trust.",0.1,positive
118,xbYYNpM1AgQ,There were lots of doubts about this now and now thank you so much,0.2,positive
119,xbYYNpM1AgQ,Thanks for sharing valuable views / information,0.2,positive
120,xbYYNpM1AgQ,"Thank you dr Ingane Ayirikkanam ELLA DOCTORSUM 
 Aafiyathulla deerghaya rabb anucrakkaya rabb anucraikkayte axarabbal Alameen",0.0,neutral
121,xbYYNpM1AgQ,Valare vyakthamayi kareangal paranju manasilakki thannu dr .. thayou soo much. May god bloss you🙌🙌❤❤,0.2,positive
122,xbYYNpM1AgQ,Was really scary news. Thankyou Dr For valuable Infformation.,-0.5,negative
123,xbYYNpM1AgQ,Great message.Thank you for taking this subject which had a big confusion among common people.God bless.,0.08333333333333336,positive
124,xbYYNpM1AgQ,Very informative message. Well explained thanks doctor. 👌👍🙏🏻,0.2,positive
125,xbYYNpM1AgQ,Hi.dear dr ella videos um.very.healthy important very.help ful informations um aanu.dr congratulations thank.you.so.much dr,0.4,positive
126,xbYYNpM1AgQ,Thank you so much Doctor for this valuable information.🙏,0.2,positive
127,xbYYNpM1AgQ,Thank you dr ... IMP information,0.0,neutral
128,KBvys-kcJi0,I would like to thank the D.A.R.E. Program for teaching me to resist peer pressure and not experiment with drugs.,0.0,neutral
129,KBvys-kcJi0,I like how they ignore literally allllllll of the other evidence in young people. And only relate it to the latest booster. This is strictly damage control,0.11875,positive
130,KBvys-kcJi0,"Some of us have been screaming this for 3 years now....and we were mocked, ridiculed, and silenced on social media. So nice of the MSM to catch up.",0.31666666666666665,positive
131,KBvys-kcJi0,Still unvaccinated and healthy as ever thank you Jesus ❤️,0.5,positive
132,KBvys-kcJi0,I don’t know anyone who regrets NOT getting that poison cocktail.,-0.1,negative
133,KBvys-kcJi0,Pretty sad that everyone waits till the tv box says it’s dangerous.,-0.2833333333333333,negative
134,KBvys-kcJi0,"Still unvaccinated, and couldn’t be happier. ❤🙏",0.0,neutral
135,KBvys-kcJi0,The truth is slowly trickling out,-0.30000000000000004,negative
136,KBvys-kcJi0,One thing about being a so called conspiracy theorist is that I will not have to worry about any of the side effects,0.0,neutral
137,KBvys-kcJi0,Pure bloods vindicated,0.21428571428571427,positive
138,P3nXJB5PoBM,The Pac-Man from the video game is smarter than you at this point,-0.4,negative
139,P3nXJB5PoBM,"This guy is confident in ""the studies we have"". What studies? Drug company's studies? The government in Great Britain is starting to examine the excess deaths problem, why aren't we doing that here?",0.43333333333333335,positive
140,P3nXJB5PoBM,My best friends wife will never walk again after she took the experiment.  She was 43 when she got the experiment.,1.0,positive
141,P3nXJB5PoBM,"Anecdotally I personally know 7 people who were hospitalized with pericarditis,myocarditis or embolisms within 2 weeks of vaccination. 3 others “only “ had temporary Bells Palsy within a week of getting the first booster. No one died. I know of 3 deaths from COVID pneumonia and 3 or 4 serious illnesses. The overwhelming majority of the people I know who have had COVID were barely ill. Most were unvaccinated.",0.05952380952380953,positive
142,P3nXJB5PoBM,Why does David ask for comments if he doesn’t read them?,0.0,neutral
143,P3nXJB5PoBM,My friend is dead..35 years old .a roofer..said he got the shot to protect his daughter .died of heart attack...so suck it,0.1,positive
144,P3nXJB5PoBM,"David, your fallacious arguments aren't going to age well. Bret has legitimate arguments that should not be dismissed.",0.0,neutral
145,P3nXJB5PoBM,My university professor died right after his 3rd dose. He said he would take the week off for that and that was the last time we saw him. Also my ex-girlfriend is now battling with Von Willebrand disease and has severe heart issues. She had none of that before getting vaccinated.,0.09523809523809523,positive
146,P3nXJB5PoBM,My cousin had a heart attack after the jab at 33,0.0,neutral
147,85ZicYaZsbQ,THANK GOD I DID NOT GET THE VACCINE,0.0,neutral
148,85ZicYaZsbQ,"By not taking the jab, I'm 100% safe from side effects and 99% safe from covid.",0.5,positive
149,85ZicYaZsbQ,"The amount of relief I feel that I didn't get vaccinated, even though I was pressured by almost every member of my family, is absolutely indescribable! I feel sorry for those who got it though. Best of luck, they're definitely gonna need it.",0.1875,positive
150,85ZicYaZsbQ,I am unvaccinated and don't have any regrets.,-0.1,negative
151,85ZicYaZsbQ,Nazarin is a smart girl who has learned to think for herself 👏,0.21428571428571427,positive
152,85ZicYaZsbQ,"Good girl, Nazarin. Standing up for what’s right in the face of defamation and misrepresentation ❤❤❤",0.4928571428571428,positive
153,85ZicYaZsbQ,"This is gaslighting. Trying to tell her that her friend’s injury was random and there was no causal relationship to the kool-aide, gaslighting.",-0.5,negative
154,85ZicYaZsbQ,"Nazarin, thank you! I lost my Mom and Dad both, within 8 months after they both took the shots. Both were pretty healthy before and my Dads heart stopped, and my poor Mother, suddenly got Cancer, everywhere! The lady blames it on our ""emotions "".. Its just like you said, we KNOW what happened.. Were not stupid. I miss my Mom so much, and i wish i could have been there to stop them from taking those shots!",0.16666666666666666,positive
155,SkcAZfrYYXM,"Nothing to worry about, they've changed how they count excess deaths.",0.0,neutral
156,SkcAZfrYYXM,Best thing about refusing to get the covid jab...... zero side effects,1.0,positive
157,SkcAZfrYYXM,"The rarest side effect of all?

Actual immunity.",0.0,neutral
158,SkcAZfrYYXM,"Just a week since France has made it a criminal offence to even CRITICISE mRNA treatment. Punishable by 3 years prison and or a 45,000 Euro fine. I wonder why this applies exclusively to mRNA treatments? A sceptical person would say that it has something to do with conflict of interest or brown envelopes, but that can't be it. Baffling.",0.008333333333333331,positive
159,SkcAZfrYYXM,NEVER FORGIVE NEVER FORGET THOSE COMPLICIT IN CRIMES AGAINST HUMANITY,0.0,neutral
160,SkcAZfrYYXM,"""Medical science is making such remarkable progress that soon, none of us will be well."" - Aldous Huxley (Brave New World)",0.3372727272727273,positive
161,SkcAZfrYYXM,The only immunity provided by the mRNA injections was to the companies that sold them... that's immunity from liability for any and all deaths and injuries.,0.0,neutral
162,SkcAZfrYYXM,Well done to all those who avoided taking that muck,0.0,neutral
163,SkcAZfrYYXM,The only thing rare about this is that they are actually reporting it,0.09999999999999999,positive
164,SkcAZfrYYXM,"I may have gotten 3 sticky pokies in total, but bless everyone single person that challenged, denied and refused to get even one of these bio weapons.",-0.03571428571428571,negative
165,I9S2jooTxkQ,"In April 2021, I had shots 1 and 2 of Pfizer. I am a 25-year MS patient.  I was walking FINE prior to this. Within 1 HOUR of shor 2, I was not walking. 
I then did not walk for 15 months, had Covid 3 times, and shingles twice. Fought through and fired 4 neurologists who all said I had gone progressive with my MS until FINALLY getting a full head-to-tail MRI, which showed my scans were the same stable scans that I have had for the last decade. 
It is not my MS. It was neuroinflammation from the vaccine. There are a whopping TWO doctors that I will trust...  MANY want to silence us the vaccine-injured.",0.18095238095238095,positive
166,I9S2jooTxkQ,I was a fit and healthy 28 year old with no prior health symptoms (with the exception of very occasional asthma). I woke up with sudden leg numbness and lack of balance not long after my second vaccine. Multiple sclerosis diagnosis has since followed. I struggle to believe these aren’t connected. Never again will I be bullied into taking any medical intervention from the government again.,0.1025,positive
167,I9S2jooTxkQ,"My next door neighbor has now been told she’s got MS , the last few yrs have destroyed her former self . My mum and her husband both died within a year . I told them to wait but nobody listened , my daughters listened , thankfully 🙏",-0.05,negative
168,I9S2jooTxkQ,"My immediate family and I refused (repeatedly) THE shots and we never had c***d! Extended family had shots and 2 of them almost died from multiple blood clots, and still have ongoing problems with it! I'm so glad we stood fast while being ridiculed, mocked and condemned on a daily basis! Thank you for  sharing your research and truth!!!",0.175,positive
169,NGxPkc_9uhY,Hats off to Florida Surgeon General Director Joseph Lapado! He is a courageous man and is taking a stand against the global vaccine mafia!🥰,0.031250000000000014,positive
170,NGxPkc_9uhY,"Florida's Surgeon General is correct. The shots have given rise to increased 'turbo-cancers' of all kinds. Many Oncologists are experiencing the increased numbers, especially among young people. This is serious and his concerns for safety should be considered.",0.06333333333333334,positive
171,NGxPkc_9uhY,Avoid the clot shot,0.0,neutral
172,NGxPkc_9uhY,Dont take the poison,0.0,neutral
173,NGxPkc_9uhY,Thank God for this Surgeon General! 🙏 🙏 🙏 🙏,0.06250000000000003,positive
174,NGxPkc_9uhY,They won’t admit that they are wrong,-0.5,negative
175,NGxPkc_9uhY,Good. Someone standing for the truth🎉,0.7,positive
176,NGxPkc_9uhY,Say no to drugs,0.0,neutral
177,uOxppT3gPpE,Even mentioning this used to get you banned or fired. Was madness,0.0,neutral
178,uOxppT3gPpE,"It’s amazing how some people are still so trusting and naive, even after they’ve been lied to. And after they KNOW they’ve been lied to",0.15000000000000005,positive
179,uOxppT3gPpE,The way this  whole thing was handled has turned me complete anti vaxx. I hope everyone effected gets justice.,0.15000000000000002,positive
180,uOxppT3gPpE,My heart breaks for all the people who felt pressure to take the jab.,0.0,neutral
181,uOxppT3gPpE,"I'm a simple man. When the Dr. who created the MRNA technology said it wasnt safe, that is all i needed to hear.",0.25,positive
182,uOxppT3gPpE,I'm still 17 and took vaccine at 15 yrs age... After vaccine my health got downhill and developed high Bp and heart issues and I'm still young😢😢,0.13,positive
183,uOxppT3gPpE,This is like when the police investigate the police to find that there was no misconduct by the police.,0.0,neutral
184,uOxppT3gPpE,It blows my mind how many people actually took the jab. It was so obvious what was going on...,0.16666666666666666,positive
185,3rIQHrbDguM,Nobody is regretting NOT getting that VAX  !!!,0.0,neutral
186,3rIQHrbDguM,"""When tyranny becomes law, rebellion becomes duty.""
Thomas Jefferson",0.0,neutral
187,3rIQHrbDguM,"I worked for Pfizer for 33 years (Pathology / Histology) in Groton. The amount of proper science that was not done prior to releasing this experiment onto humans was appalling. No GLP primate studies, No GLP repro studies, No long term studies and GLP Bio-distribution studies were started AFTER the compound was released to the general public.... No science project for me. No thank you.
You all did the right thing.",0.0015306122448979695,positive
188,3rIQHrbDguM,"I refused as a coast guard reservist. Had my quals stripped, was not allowed to transfer/promote. Harassed by the command for two years. A few of us had nothing to lose and waited them out. Now they act as if nothing happened. Absolutely zero accountability for these little tyrants.",-0.0625,negative
189,3rIQHrbDguM,All you servicemen that refused I have the most respect for you folks are the real deal,0.35,positive
190,3rIQHrbDguM,"I salute any person that refused it. Out of principle, it is a fundamental human freedom to choose what goes into our body.",0.0,neutral
191,3rIQHrbDguM,"Proud of you brother. I was the only CW2 Pilot (ARMY) to refuse the Covid vaccine for my company and haven’t flown a UH-72A since 2021. Was on the hiring pipeline for border patrol, but federal went 100% vaccination. Literally lost everything: relationships, home, assets… but NO REGRETS",0.2833333333333334,positive
192,fdGj6p2qDdk,"Congratulations on your true endeavors. I'm old enough to remember at a very early age the polio sugar cube to help fight the disease. At that time..we had no fear of an attempt in eradicating the polio virus, no politics involved.",0.145,positive
193,fdGj6p2qDdk,"Thank you for saving my mother's life! She was a very high risk person in terms of covid but with the vaccines now I'm not afraid. This is not a fake post, I am not a bad, I'm just a guy living in Switzerland who's glad that his mother is still alive.",0.2846666666666667,positive
194,fdGj6p2qDdk,This is so bizarre. Scripted and fake.,-0.04999999999999999,negative
195,fdGj6p2qDdk,"My mother had polio as a teenager, and had to learn to walk again.  She counted Dr. Salk and Dr. Sabin as national heroes for coming up with polio vaccines, saving countless lives and meaning that her kids wouldn't face the same torture she endured, and she wouldn't see her children suffer like she had.  Dr. Kariko and Dr. Weissman should be honored as national heroes, too.  They have saved countless lives, and could have saved more (like my cousin, who gasped out his last breath believing COVID was a hoax) if not for stupid political nonsense.",-0.04285714285714285,negative
196,fdGj6p2qDdk,We need more people like them and less people pretending to be important.,0.24444444444444446,positive
197,fdGj6p2qDdk,I am so happy to see  that Katalin Karikó and Drew Weissman were appropriately awarded last December!    I am among the millions of grateful Americans who never got covid-19 thanks to their work.,0.375,positive
198,fdGj6p2qDdk,"Great people, great story. Sadly, viruses mutate so the battle never ends.",0.3666666666666667,positive
199,fdGj6p2qDdk,"I ended up with mild symptomatic Covid (body aches, muscle weakness, sore throat, etc) but not hospitalized due to these vaccines...thank you for these vaccines. 🎉❤",0.10416666666666666,positive
200,fdGj6p2qDdk,We should celebrate scientists like this who actually make real contributions to mankind rather than sports heroes and celebrities.,0.1,positive
201,fdGj6p2qDdk,They also get credit for Myocarditis.,0.0,neutral
202,rNaIMC4XMhc,"""The principle of decision making on my body are more important than any title."" immortal words",0.45,positive
203,rNaIMC4XMhc,"Asked him if he was willing to potentially stump his career for his principles, came back in 2023 and won 3 out of 4 slams. What an athlete and what an ambassador..",0.08333333333333333,positive
204,rNaIMC4XMhc,"Still watching this interview after Novak has a record 23 slams. So satisfying that he stood by his values and principles, and STILL managed to break the Grand Slam record. Elite person and an Elite athlete.",0.5,positive
205,rNaIMC4XMhc,"The man is a hero.
BBC will never understand what it means to be a hero.",0.0,neutral
206,rNaIMC4XMhc,And he won the Australian Open 2023. What a great player.,0.26666666666666666,positive
207,rNaIMC4XMhc,"I never even knew who Novak was, but now he is my hero. A man with a strong body and a strong mind, very rare these days.",0.41888888888888887,positive
208,rNaIMC4XMhc,This is what a person of principle looks like.,0.0,neutral
209,rNaIMC4XMhc,Mad respect for this man. A real man. Exemplary.,-0.2125,negative
210,rNaIMC4XMhc,"Such a strong man.
Such integrity.
Such fun.
So much strength.
So much love.
So much faith.
Love this man ❤",0.23703703703703705,positive
211,vilMNHn4Yh8,Fear is temporary. Regret is forever.,0.0,neutral
212,vilMNHn4Yh8,A tragedy……..I still wonder every day why people willingly did this while the rest of us had our guts screaming NO!,0.3125,positive
213,vilMNHn4Yh8,This must be taken to court as the biggest crime against humanity,0.0,neutral
214,vilMNHn4Yh8,"It's too late now, the damage is done. You all followed like mindless sheep. I was suspicious from day one and became much more alarmed the moment legal immunity to the manufacturers was mentioned. We'll perhaps never know the true extent of damage, people dying too soon but their families not joining the dots. It's very sad. People still have not learned and will thrust their arm out for the next one.",-0.014285714285714282,negative
215,vilMNHn4Yh8,It’s far worse than they are saying.,-0.15000000000000002,negative
216,vilMNHn4Yh8,Sunik stood up in the house and said the jabs were perfectly safe ..2 weeks ago ! I bet his family did not have one !!,0.9765625,positive
