,channel_id,channel_name,LinkedIn,Wiki,Website,Twitter,Facebook
84,UCKQECjul8nw1KW_JzfBTP1A,KPRC 2 Click2Houston,0,0,4211,106,79
85,UCKHQmMru9nAJ71FMrGfhfJQ,SOC 119,0,0,7,106,79
86,UCPxMZIFE856tbTfdkdjzTSQ,BeerBiceps,5,0,0,52,0
87,UCzWwWbbKHg4aodl0S35R6XA,Hoover Institution,0,0,0,1359,0
88,UCJg9wBPyKMNA5sRDnvzmkdg,LiveNOW from FOX,0,0,50,0,0
89,UC3njZ48-FDxLleBYaP0SZIg,The Hindu,0,0,35265,5180,0
90,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,0,0,35265,5180,0
91,UCDpZr9QCE6ClX8S_CX8Gg4A,Encounter Books,0,0,76,10,0
92,UC3prwMn9aU2z5Y158ZdGyyA,CRUX,0,0,0,0,0
93,UCKop7_gs7xq5tbrDDYuplhA,RJ Raunac,0,0,0,5,0
94,UCn4sPeUomNGIr26bElVdDYg,NowThis Impact,0,0,0,8,0
95,UCmOCpBKeoBPp-HwarhIBA2g,Best Documentary,0,0,0,0,1
96,UCH7lEQtLPgyd_nLsCn_EOXg,Anurag Talks,0,0,0,0,0
97,UCVSNOxehfALut52NbkfRBaA,Voice of America,0,0,0,8,0
98,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,0,0,0,0,0
99,UCHuLYgw4dGbC2BuZQqPWV1g,Chomsky's Philosophy,0,0,0,0,0
100,UCzLqOSZPtUKrmSEnlH4LAvw,Drishti IAS,0,0,0,0,0
101,UCQfwfsi5VrQ8yKZ-UWmAEFg,FRANCE 24 English,0,0,90,0,0
102,UCvm8V4Dwtz0fbPGbpk7RYAg,BBC News اردو,0,0,36,0,0
103,UCy-XYfuiqPQNkdoezJrq-Cg,Tadhg Hickey,0,0,0,0,0
104,UCREPamP892LJnJfJNWYKfPQ,Amnesty International,0,0,0,285,1
105,UCPWXiRWZ29zrxPFIQT7eHSA,The Hill,0,0,2595,0,0
106,UCatt7TBjfBkiJWx8khav_Gg,Piers Morgan Uncensored,0,0,787,24,0
107,UCsDTy8jvHcwMvSZf_JGi-FA,Abhi and Niyu,0,0,0,0,0
108,UCuw0GgMlZlAsWvpI8PgCN8g,ENDEVR,0,0,0,0,0
109,UCylNpQCufmDdAhs8CdLmUXQ,GDF,0,0,0,0,0
110,UCY6KjrDBN_tIRFT_QNqQbRQ,Madan Gowri,2,0,0,3,0
111,UCzREuchzOqiawpEpvEM0Tyg,Apostate Prophet,0,0,0,0,3
112,UChcwi-ZnEFhOtHAPTroiOnw,JewishCatholic,0,0,0,0,0
113,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,0,0,0,55947,3
114,UCVM1uxDwYNhIu3qQ0ejZtzQ,Sammy Obeid,0,0,122,28,0
115,UCLpn_QJwfehfKuTt0orfYDw,הדרך הקלה,0,0,0,0,0
116,UCz4a7agVFr1TxU-mpAP8hkw,Soch by Mohak Mangal,0,0,0,1,0
117,UCTX8ZbNDi_HBoyjTWRw9fAg,One Islam Productions,0,0,0,12,0
118,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,0,0,6916629,12,0
119,UCvlj0IzjSnNoduQF0l3VGng,Some More News,0,0,0,0,0
120,UCwHYp-o1OlEVnMRoXLoaaOA,Meaningful People,0,0,11,0,0
121,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,0,0,0,443,0
122,UCfmSignFWkk1lw4015hCyyQ,StandWithUs,0,0,5516,443,0
123,UCtL5p5kTIgWA3bcskUccdyw,Media Education Foundation,0,0,630,0,0
