,video_id,comment,comment_cleaned
72,3YFpjgIQqEo,"😊😊









😊","😊😊









😊"
73,3YFpjgIQqEo,There are many feverish fever here in the Philippines not just in China.,there are many feverish fever here in the philippines not just in china.
74,3YFpjgIQqEo,"PRAISE GOD THERE ARE ONLY 18 CASES OUT OF 114 MILLION PEOPLE !!
 THANK YOU LORD WE ARE ALL HEALTHY !
 COVID IS OVER !!","praise god there are only 18 cases out of 114 million people !!
 thank you lord we are all healthy !
 covid is over !!"
75,3YFpjgIQqEo,Monkey business is big profits,monkey business is big profit
76,587N9bJ5J5k,"lockdowns aren't going to deter highly social cultures. At least, not in a way Philippine infrastructure will be able to deal with.","lockdowns aren't going to deter highly social cultures. at least, not in a way philippine infrastructure will be able to deal with."
77,587N9bJ5J5k,God bless you all,god bless you al
78,587N9bJ5J5k,the philippines still managed NOT  to be like india and indonesia until now despite having the most densed population in the world.. hoping it will not get worse this time 🙏🏽,the philippines still managed not  to be like india and indonesia until now despite having the most densed population in the world.. hoping it will not get worse this time 🙏🏽
79,587N9bJ5J5k,This is how we build back better.,this is how we build back better.
80,587N9bJ5J5k,God blessed,god bless
81,587N9bJ5J5k,Public hospitals in Philippines are risky at best. Full of caring staff but...,public hospitals in philippines are risky at best. full of caring staff but...
82,587N9bJ5J5k,💝🙏,💝🙏
83,587N9bJ5J5k,I hope for the people,i hope for the peopl
84,587N9bJ5J5k,"but not more cases every day there are stubborn ones there who do not comply with the health protocol 
 The other jeeps, vans and buses have no social distance, a little passengers. They see the authorities still guilty. 😌","but not more cases every day there are stubborn ones there who do not comply with the health protocol 
 the other jeeps, vans and buses have no social distance, a little passengers. they see the authorities still guilty. 😌"
85,nTUWK8vufOk,"As a Filipino student, online class is frustrating because our internet here sucks.","as a filipino student, online class is frustrating because our internet here sucks."
86,nTUWK8vufOk,I hope the family was paid for being interviewed. They need support more than ever.,i hope the family was paid for being interviewed. they need support more than ever.
87,nTUWK8vufOk,nothing is more heartbreaking than children forced to grow up before there time...,nothing is more heartbreaking than children forced to grow up before there time...
88,nTUWK8vufOk,"The problem in the Philippines is that there are many less privileged, challenged people. The government officials and local government unit can be corrupt and don’t do their assigned jobs properly(not saying all of them but some or maybe most of them). The less privileged people and some teens just makes more babies and say having an accidental baby is a “blessing”. It is only a blessing if it was planned and both couple/parents are ready to have their own family. That is why many people are suffering from poverty because many people do not plan making their family. Then they blame everything to the government and if there are people doing better than them they want to pull others down. #crabmentality 🦀 I feel sorry for the challenged people but some of the people just make their own problems.

Didn’t comment here to debate. Just giving my opinion ✌🏻","the problem in the philippines is that there are many less privileged, challenged people. the government officials and local government unit can be corrupt and don’t do their assigned jobs properly(not saying all of them but some or maybe most of them). the less privileged people and some teens just makes more babies and say having an accidental baby is a “blessing”. it is only a blessing if it was planned and both couple/parents are ready to have their own family. that is why many people are suffering from poverty because many people do not plan making their family. then they blame everything to the government and if there are people doing better than them they want to pull others down. #crabmentality 🦀 i feel sorry for the challenged people but some of the people just make their own problems.

didn’t comment here to debate. just giving my opinion ✌🏻"
89,nTUWK8vufOk,"I was in the Philippines on a mission trip when Covid hit. After I was home in the US with my family, the worry I felt for the kids I'd met there was overwhelming. May God bless the Filipino people💙","i was in the philippines on a mission trip when covid hit. after i was home in the us with my family, the worry i felt for the kids i'd met there was overwhelming. may god bless the filipino people💙"
90,nTUWK8vufOk,"As a teacher in Malaysia I feel for these anak- anak . Be strong and be safe ,only education can change your life and your family , Praying for success from Malaysia .","as a teacher in malaysia i feel for these anak- anak . be strong and be safe ,only education can change your life and your family , praying for success from malaysia ."
91,nTUWK8vufOk,"I am so glad that they also tackled the mental health of the youth right now. It is also one of the worst problems that the youth of the Philippines can experience. I know a lot of people in my classmates who suffer from depression, that is why, we must take actions to fight and solve this problem.","i am so glad that they also tackled the mental health of the youth right now. it is also one of the worst problems that the youth of the philippines can experience. i know a lot of people in my classmates who suffer from depression, that is why, we must take actions to fight and solve this problem."
92,nTUWK8vufOk,I want to sponsor Johnathan and help him finish school.,i want to sponsor johnathan and help him finish school.
93,nTUWK8vufOk,Ah bless jonathan he is so determined while my niece in the philippines her parents send her to a private school provided everything and now she did not finish school what a spoilt brat. I wish jonathan finish a degree someday he deserve to be help,ah bless jonathan he is so determined while my niece in the philippines her parents send her to a private school provided everything and now she did not finish school what a spoilt brat. i wish jonathan finish a degree someday he deserve to be help
94,nTUWK8vufOk,Poverty in the Philippines had been a long time issue even before pandemic. Children are those who suffer the most because of irresponsible people who only know how to make children even they knew that they are unable to feed themselves. Educate people about family planning🙏,poverty in the philippines had been a long time issue even before pandemic. children are those who suffer the most because of irresponsible people who only know how to make children even they knew that they are unable to feed themselves. educate people about family planning🙏
95,lw16DeB6zns,Great insightful report from the reporter.,great insightful report from the reporter.
96,lw16DeB6zns,"They switched because they want to put the philippines as a title because they know they will get more views if the title has the word ""philippines"" on it","they switched because they want to put the philippines as a title because they know they will get more views if the title has the word ""philippines"" on it"
97,lw16DeB6zns,Complete Lockdown is not a solution. Government must try smart lockdown and allow those people who are earning on daily bases. May Allah bless all the people Ameen,complete lockdown is not a solution. government must try smart lockdown and allow those people who are earning on daily bases. may allah bless all the people ameen
98,lw16DeB6zns,Philippines and then South Africa?,philippines and then south africa?
99,lw16DeB6zns,Huh why South Africa? This was regarding the Philippines..the interview is irrelevant,huh why south africa? this was regarding the philippines..the interview is irrelev
100,lw16DeB6zns,Philippines shouldn't use lockdown...because many of them earn daily not monthly,philippines shouldn't use lockdown...because many of them earn daily not monthli
101,Mxf8uGFcqSE,Here we go again. Oh well . . . 😷,here we go again. oh well . . . 😷
102,Mxf8uGFcqSE,More kupit more money 😂,more kupit more money 😂
103,Mxf8uGFcqSE,🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸,🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸
104,cPVE7QGS7As,"Just because our neighbour Filipina increase their covid test testing does not mean they are the worst in South East Asia. For me I admire that they try to save their people the best they can and honest with the figure too. Better than countries who have huge problem with covid, denying that they have the problem. Sending our thought and prayer to Filipina people..from Malaysia. Keep fighting spirit alive. May god protect you all.","just because our neighbour filipina increase their covid test testing does not mean they are the worst in south east asia. for me i admire that they try to save their people the best they can and honest with the figure too. better than countries who have huge problem with covid, denying that they have the problem. sending our thought and prayer to filipina people..from malaysia. keep fighting spirit alive. may god protect you all."
105,cPVE7QGS7As,"Stay strong, my Filipino mates, this too shall pass","stay strong, my filipino mates, this too shall pass"
106,cPVE7QGS7As,"Please be safe you all there. 
Well wish from Malaysia.","please be safe you all there. 
well wish from malaysia."
107,cPVE7QGS7As,"We are with you Philippines. 
Stay strong and resilient!!!
Until we meet again.","we are with you philippines. 
stay strong and resilient!!!
until we meet again."
108,cPVE7QGS7As,Every country is facing the same problems,every country is facing the same problem
109,cPVE7QGS7As,I hope Filipino people be safe and overcome this happening. from South Korea.,i hope filipino people be safe and overcome this happening. from south korea.
110,cPVE7QGS7As,"Filipinos are very friendly, hopefully they can get this under control","filipinos are very friendly, hopefully they can get this under control"
111,cPVE7QGS7As,"Godbless the Philippines,,,!hope the pandemic will end soon!🙏🙏🙏","godbless the philippines,,,!hope the pandemic will end soon!🙏🙏🙏"
112,cPVE7QGS7As,We are reaching 50k test per day now that's why cases becomes high. What's important is fatality is low and high recoveries.,we are reaching 50k test per day now that's why cases becomes high. what's important is fatality is low and high recoveries.
113,cPVE7QGS7As,hi can i use this vid for educational purposes? it's for a school project. won't be posted in yt again,hi can i use this vid for educational purposes? it's for a school project. won't be posted in yt again
114,jEINZXA_ujo,"My Filipino friends, stay strong and stay safe.","my filipino friends, stay strong and stay safe."
115,jEINZXA_ujo,It's over 7100 islands many have no cases it's a smart move,it's over 7100 islands many have no cases it's a smart mov
116,jEINZXA_ujo,"Good job Philippines.. Meanwhile, in Thailand, still no lockdown. the government has little action but the cases is getting higher but still care for the tourism than its people's health..","good job philippines.. meanwhile, in thailand, still no lockdown. the government has little action but the cases is getting higher but still care for the tourism than its people's health.."
117,jEINZXA_ujo,The Philippines seem to be more on the ball than the US. Good on ya. Keep it up and good luck.:-),the philippines seem to be more on the ball than the us. good on ya. keep it up and good luck.:-)
118,jEINZXA_ujo,Better to act now than later than regret it when it's uncontrollable 😉,better to act now than later than regret it when it's uncontrollable 😉
119,jEINZXA_ujo,I hope my family is okay 🙏🏻,i hope my family is okay 🙏🏻
120,jEINZXA_ujo,"here in the philippines our houses are just so close to each other, The virus here can spread with ease, it's a good thing president duterte declared the lockdown earlier, we would've been all infected by now if it wasn't for that.","here in the philippines our houses are just so close to each other, the virus here can spread with ease, it's a good thing president duterte declared the lockdown earlier, we would've been all infected by now if it wasn't for that."
121,jEINZXA_ujo,Prevention is better then Cure👍,prevention is better then cure👍
122,SEHcakm-fAc,"Levels of lockdown/quarantine in the Philippines based on how strict it is:
6. EECQ - extreme/extensive enhanced community quarantine
5. ECQ - enhanced community quarantine
        a. LECQ - localized enhanced community quarantine - is only done on small areas of the city.
4. MECQ- modified enhanced community quarantine
3. GCQ - general community quarantine
2. MGCQ - modified general community quarantine
1. New Normal","levels of lockdown/quarantine in the philippines based on how strict it is:
6. eecq - extreme/extensive enhanced community quarantine
5. ecq - enhanced community quarantine
        a. lecq - localized enhanced community quarantine - is only done on small areas of the city.
4. mecq- modified enhanced community quarantine
3. gcq - general community quarantine
2. mgcq - modified general community quarantine
1. new norm"
123,SEHcakm-fAc,May God bless 🙏,may god bless 🙏
124,SEHcakm-fAc,"Success is dependent on the action or steps you take to achieve it. Show me a man who doesn't have an investment and I will tell you how soon he'll go broke. Investment is building a safe haven for the future: with the right choice of investment that has at least 1% minimum risk and with an Expert guidance, profit and interest should be 💯 guaranteed.","success is dependent on the action or steps you take to achieve it. show me a man who doesn't have an investment and i will tell you how soon he'll go broke. investment is building a safe haven for the future: with the right choice of investment that has at least 1% minimum risk and with an expert guidance, profit and interest should be 💯 guaranteed."
125,SEHcakm-fAc,Is it timely?,is it timely?
126,SEHcakm-fAc,"In other words, we've lost the game when we're almost complete and back to zero.","in other words, we've lost the game when we're almost complete and back to zero."
127,SEHcakm-fAc,Nice to know more about our covid situation in the phil.,nice to know more about our covid situation in the phil.
128,SEHcakm-fAc,"Successful people don't become that way overnight. What most people see at a glance-wealth, a great career, purpose is the result of hard work and hustle over time","successful people don't become that way overnight. what most people see at a glance-wealth, a great career, purpose is the result of hard work and hustle over tim"
129,SEHcakm-fAc,All those lockdowns do not do very well for the economy because people need to work to pay their bills and feed their family.,all those lockdowns do not do very well for the economy because people need to work to pay their bills and feed their family.
130,c1oU8U05puY,I just ask if timely has a flu vaccine at this time of the year is it ideally the flu shot gets before the onset of the rainy season?,i just ask if timely has a flu vaccine at this time of the year is it ideally the flu shot gets before the onset of the rainy season?
131,c1oU8U05puY,To health workers po PWD,to health workers po pwd
132,c1oU8U05puY,No sounds?,no sounds?
133,c1oU8U05puY,Alvin's patience with Usec is impressive that the answers are not straight or strident,alvin's patience with usec is impressive that the answers are not straight or strid
134,c1oU8U05puY,I just say you just roll out vaccines unlimited napo yan till to be equal,i just say you just roll out vaccines unlimited napo yan till to be equ
135,c1oU8U05puY,No audio,no audio
136,c1oU8U05puY,Can i get the cough and attack antibiotics,can i get the cough and attack antibiot
137,c1oU8U05puY,You answer different,you answer differ
138,E56W-5xVOss,One day it will disappear! Everything  has an end!  God is Almighty .,one day it will disappear! everything  has an end!  god is almighty .
139,E56W-5xVOss,Seriously I didn't expect you to be this seriously Covid 19😭 let us pray for the health of all of us ...,seriously i didn't expect you to be this seriously covid 19😭 let us pray for the health of all of us ...
140,E56W-5xVOss,God is the best shield to all Filipinos ... God bless us all ... let's stand up ... we can only hope but the Lord is the only one who created satin .... he also gave the beauty here in this world .. . If he has dirt to clean up to keep this world clean ..,god is the best shield to all filipinos ... god bless us all ... let's stand up ... we can only hope but the lord is the only one who created satin .... he also gave the beauty here in this world .. . if he has dirt to clean up to keep this world clean ..
141,E56W-5xVOss,"We are not as hi-tech as China and abroad trust, trust and we will only be able to rescue God we will be saved.","we are not as hi-tech as china and abroad trust, trust and we will only be able to rescue god we will be saved."
142,E56W-5xVOss,"It will all come to pass....
JUST TRUST IN THE LORD WITH ALL YOUR HEART AND SOUL","it will all come to pass....
just trust in the lord with all your heart and soul"
143,E56W-5xVOss,"Remember what I told: Be strong and be brave. Do not be afraid or despair because I am Yahweh, your God, with you wherever you go. ” 
 Joshua 1: 9 MBB05","remember what i told: be strong and be brave. do not be afraid or despair because i am yahweh, your god, with you wherever you go. ” 
 joshua 1: 9 mbb05"
144,E56W-5xVOss,"That's all right, even here. In Germany classes suspended, all events canceled .But quietly no one.","that's all right, even here. in germany classes suspended, all events canceled .but quietly no one."
145,E56W-5xVOss,Thank you so much! For the all guidance! And especially that you have prayed and prayed. And keep well in good health! Thank you again to the members / news caster / SA (Rated Kie) and anyone. I salute,thank you so much! for the all guidance! and especially that you have prayed and prayed. and keep well in good health! thank you again to the members / news caster / sa (rated kie) and anyone. i salut
146,E56W-5xVOss,"Just remembered the time you cooked for us when we celebrated Christmas inside. You said that you're ""chef"" back then because of the business of your relative (aunt) and you really fond of cooking that's why you've been busy that day cooking the foods that we all agreed upon. And now, you're already do Vlogging here on Youtube. So proud of you Bro! May God bless you always.","just remembered the time you cooked for us when we celebrated christmas inside. you said that you're ""chef"" back then because of the business of your relative (aunt) and you really fond of cooking that's why you've been busy that day cooking the foods that we all agreed upon. and now, you're already do vlogging here on youtube. so proud of you bro! may god bless you always."
147,E56W-5xVOss,Just pray and know the right knowledge.,just pray and know the right knowledge.
148,iOE6rAY8l-k,"Why not use schools for temporary covit 19 facilities, students have no classes.","why not use schools for temporary covit 19 facilities, students have no classes."
149,iOE6rAY8l-k,Beautiful country with so much resources. The people? Not so much,beautiful country with so much resources. the people? not so much
150,iOE6rAY8l-k,"When people are bored and or looking for sources of income, they can't simply stay at home after 5 long months of waiting. Some don't take this disease seriously anymore after ECQ was  lifted....not properly wearing masks and don't observe physical distancing when law enforcers are not around. What can you expect?","when people are bored and or looking for sources of income, they can't simply stay at home after 5 long months of waiting. some don't take this disease seriously anymore after ecq was  lifted....not properly wearing masks and don't observe physical distancing when law enforcers are not around. what can you expect?"
151,iOE6rAY8l-k,"These gets old. 😂 We have now 15,000 new cases in the Philippines.","these gets old. 😂 we have now 15,000 new cases in the philippines."
152,iOE6rAY8l-k,hi people from hilt,hi people from hilt
153,05JLyd58R-w,Here we go again.😷😷😷,here we go again.😷😷😷
154,05JLyd58R-w,Bring back masks again,bring back masks again
155,2fRQ8OsqOLs,Protected Todo Dami who died in Tigat nio Wag nio nio cheated people,protected todo dami who died in tigat nio wag nio nio cheated peopl
156,2fRQ8OsqOLs,Nothing can do the DOH lacking the budget corrupt is coming extra budget dw need ... the case is not the case that it has been forgotten only in the Philippines.,nothing can do the doh lacking the budget corrupt is coming extra budget dw need ... the case is not the case that it has been forgotten only in the philippines.
