,video_id,comment,polarity,sentiment
23,pMUumjHY3tw,Slightly Rise! But hopefully the face mask is imandatory before it gets worse .. globally because it rises. But it would have taken action immediately rather than to be caught and pushed to the public to wear a face mask again,-0.10166666666666668,negative
24,DWxIvQlpJK8,can we use this po?,0.0,neutral
25,DWxIvQlpJK8,It's a pademic to .. Eat sleep and have a lingo lingo wage,0.0,neutral
26,DWxIvQlpJK8,No comments odd,-0.16666666666666666,negative
27,DWxIvQlpJK8,"Permission to use this for my video presentation, thank you!",0.0,neutral
28,DWxIvQlpJK8,March 2020 = September 1972,0.0,neutral
29,DWxIvQlpJK8,"The sleep is so good, hahaha,",0.44999999999999996,positive
30,DWxIvQlpJK8,Daddy Digs is frustrating,-0.4,negative
31,DWxIvQlpJK8,Hope there is part 2 lockdown this 2024,0.0,neutral
32,DWxIvQlpJK8,"Sweet un lock down, Daddy's voice is so sweet that people are looking forward to the lockdown. It means, everyone, Dad Digong's decision, is really salute to FPRRD because he is pressed during pandemic.",0.18611111111111112,positive
33,DWxIvQlpJK8,Cure.,0.0,neutral
34,E5F3xA_zkFc,What's sad is that these are the same people who still vote for corrupt officials.,-0.3333333333333333,negative
35,E5F3xA_zkFc,Very good documentary.,0.45499999999999996,positive
36,E5F3xA_zkFc,Very sad and disturbing.  My prayers are with all the people who are hungry and unemployed.,-0.575,negative
37,E5F3xA_zkFc,"Perfect docu , can't believe it's happening now, feels like it happened 20 yrs ago",1.0,positive
38,E5F3xA_zkFc,This is ridiculous! The country needs to open up to survive.,-0.20833333333333331,negative
39,E5F3xA_zkFc,"As a Melbournian in Australia, I will not complain again after this.",0.0,neutral
40,E5F3xA_zkFc,"""Those who are just starting to get hungry can wait....""",0.0,neutral
41,E5F3xA_zkFc,"Thank god i live in a defiant nation, when state ordered businesses to close down, people collectively showed them middle finger.",-0.006397306397306411,negative
42,E5F3xA_zkFc,I can't fathom why the rich received any kind of aid.  Corruption is sky high in the Philippines.  May God right the wrong.,0.18414285714285716,positive
43,dIsaz_XlmTw,wow ! GOOD NEWS ! glad we are all safe and there is near zero cases of covid ! 🤗,0.425,positive
44,dIsaz_XlmTw,Thanks a Lot/ DOH- Keep all Our Health Well!!!❤😊,0.2,positive
45,dIsaz_XlmTw,Is the covid BS 1 variant still coming,0.0,neutral
46,dIsaz_XlmTw,Hmmm. this could be the triggering pin for the ....,0.0,neutral
47,dIsaz_XlmTw,Forget about the covid-19 of the people who are dating 😂,0.0,neutral
48,dIsaz_XlmTw,here we go again,0.0,neutral
49,dIsaz_XlmTw,Since my covid Tito and my uncle has since been very careful with health .. then there is a new variant again. STAY SAFE ALWAYS WEAR FACEMASK,0.1687878787878788,positive
50,dIsaz_XlmTw,those who look like money should be removed,0.0,neutral
51,dIsaz_XlmTw,That's old,0.1,positive
52,8dTelszbObM,There's always that one person that hides there sickness and risk a whole world.,0.2,positive
53,8dTelszbObM,This sounds serious. Hope they get it under control.,-0.3333333333333333,negative
54,8dTelszbObM,"You can't blame people for being cautious. Especially now when there's no vaccine, cure, etc. Only thing that helps is separation. It's nothing personal.",0.0,neutral
55,8dTelszbObM,"0:07 - 20,438 confirmed cases.  How long ago did you film this?",0.17500000000000002,positive
56,8dTelszbObM,"My wife is from mainland China. Her friends are from mainland China. We live in California. My wife and her friends are stand away from places they regularly go to that gave large numbers of Chinese. Classes in the evenings and weekends that have mostly Chinese students have less people showing up. Masks are sold out everywhere. Groups on WeChat are coordinating mask purchases from whatever places they find them online, even if expensive. 

I’m not as concerned but am respecting her wishes, I don’t want to cause her extra stress. 

The fear is real. 

You may think it unjustified but it’s not just people who aren’t Asian keeping their distance. Sure, some people are being idiots, especially those making comments around Asian people buy calling people racist and xenophobic doesn’t help. 

Do what you think is right for your family. Don’t let people shame you into not protecting yourself. 

At some point I expect someone to say something to my daughter who is mixed but looks Chinese but I’ve just told her people are scared and when people are scared they sometimes say mean things. It’s not as if she hasn’t heard Chinese people say racist things about other cultures. 

I make sure she knows racism exists and isn’t acceptable. 

To date she gets far more abuse from other Chinese because her Chinese isn’t as good as others. She has been bullied by people from South America in the past. 

To date, she has never told me about being bullied by westerners, she just gets the occasional mean comment which young girls seem to make to each other. 

Racists and mean people come from all races and religions. I’ve heard from the local Chinese community things like Mexicans are stupid, black people are scary, various things about Japanese so let’s not pretend many complaining about racism may also be racist, although they may not see it that way.",-0.018523651145602373,negative
57,8dTelszbObM,"The quarantine didn't start until Jan 23rd. The doctor who recently died at age *34,* reported cases going back to December. This is probably worse than the media is reporting.",-0.13333333333333333,negative
58,8dTelszbObM,I hope this Outbreak will come to an end! Be safe Everyone!,0.625,positive
59,8dTelszbObM,I'm really disappointed with the director - General of the WHO. Every country has the right to ban travel to and from a country to protect it's citizens!!,-0.08452380952380951,negative
60,8dTelszbObM,Leave it to the bbc to make this about racism,0.0,neutral
61,MQ5aYS4YFlQ,"The poor gets poorer and the rich gets richer, that's how our country works... Even our farmers is not paid fairly...",0.22499999999999998,positive
62,MQ5aYS4YFlQ,"10 children and 13 grandchildren. Sometimes you can influence how you live your life. We are a poor family too, but our lives are much better than a family with 10 children and 13 grandkids.",0.07878787878787878,positive
63,MQ5aYS4YFlQ,Stay strong Philippines. Love from Indonesia.,0.4666666666666667,positive
64,MQ5aYS4YFlQ,"Even without the pandemic.. many of Filipinos have been starving, and  unemployed",0.5,positive
65,MQ5aYS4YFlQ,Dont be ashamed any of you.  This is not your fault.  Keep fighting to stay alive and.never give up hope no matter what you have to do.  CANADA is with you.,0.1,positive
66,CEIrzjA8euQ,"No more health protocol thats why,its a leadership by example",-0.25,negative
67,3YFpjgIQqEo,Has it been in Bahrain so the diseases were the same time when it was so old that it was so painful when it came to winter,-0.19999999999999998,negative
68,3YFpjgIQqEo,Season of cough and cold today here in Pinas after our cold in the morning early in the morning until the night hot there are no aircon at home after entering work aircon their body temperature has changed before it does not get sick of cough and cold. .atibp,-0.3607142857142857,negative
69,3YFpjgIQqEo,It is difficult to cure 2_3wks.This is here in Nueva Ecija.,-0.5,negative
70,3YFpjgIQqEo,Take a ginger drink ..,0.0,neutral
71,3YFpjgIQqEo,It's not a joke to say that it's just a cold cold because my brother is the symptom of two hospitals we carry the same covid the outdoors also hard to breathe,-0.3729166666666667,negative
72,3YFpjgIQqEo,"😊😊









😊",0.0,neutral
73,3YFpjgIQqEo,There are many feverish fever here in the Philippines not just in China.,0.2,positive
74,3YFpjgIQqEo,"PRAISE GOD THERE ARE ONLY 18 CASES OUT OF 114 MILLION PEOPLE !!
 THANK YOU LORD WE ARE ALL HEALTHY !
 COVID IS OVER !!",0.48828125,positive
75,3YFpjgIQqEo,Monkey business is big profits,-0.025,negative
76,587N9bJ5J5k,"lockdowns aren't going to deter highly social cultures. At least, not in a way Philippine infrastructure will be able to deal with.",0.07777777777777778,positive
77,587N9bJ5J5k,God bless you all,0.0,neutral
78,587N9bJ5J5k,the philippines still managed NOT  to be like india and indonesia until now despite having the most densed population in the world.. hoping it will not get worse this time 🙏🏽,0.04999999999999999,positive
79,587N9bJ5J5k,This is how we build back better.,0.25,positive
80,587N9bJ5J5k,God blessed,0.0,neutral
81,587N9bJ5J5k,Public hospitals in Philippines are risky at best. Full of caring staff but...,0.45,positive
82,587N9bJ5J5k,💝🙏,0.0,neutral
83,587N9bJ5J5k,I hope for the people,0.0,neutral
84,587N9bJ5J5k,"but not more cases every day there are stubborn ones there who do not comply with the health protocol 
 The other jeeps, vans and buses have no social distance, a little passengers. They see the authorities still guilty. 😌",-0.21583333333333332,negative
85,nTUWK8vufOk,"As a Filipino student, online class is frustrating because our internet here sucks.",-0.35,negative
86,nTUWK8vufOk,I hope the family was paid for being interviewed. They need support more than ever.,0.5,positive
87,nTUWK8vufOk,nothing is more heartbreaking than children forced to grow up before there time...,0.09999999999999998,positive
88,nTUWK8vufOk,"The problem in the Philippines is that there are many less privileged, challenged people. The government officials and local government unit can be corrupt and don’t do their assigned jobs properly(not saying all of them but some or maybe most of them). The less privileged people and some teens just makes more babies and say having an accidental baby is a “blessing”. It is only a blessing if it was planned and both couple/parents are ready to have their own family. That is why many people are suffering from poverty because many people do not plan making their family. Then they blame everything to the government and if there are people doing better than them they want to pull others down. #crabmentality 🦀 I feel sorry for the challenged people but some of the people just make their own problems.

Didn’t comment here to debate. Just giving my opinion ✌🏻",0.18194444444444446,positive
89,nTUWK8vufOk,"I was in the Philippines on a mission trip when Covid hit. After I was home in the US with my family, the worry I felt for the kids I'd met there was overwhelming. May God bless the Filipino people💙",0.5,positive
90,nTUWK8vufOk,"As a teacher in Malaysia I feel for these anak- anak . Be strong and be safe ,only education can change your life and your family , Praying for success from Malaysia .",0.30833333333333335,positive
91,nTUWK8vufOk,"I am so glad that they also tackled the mental health of the youth right now. It is also one of the worst problems that the youth of the Philippines can experience. I know a lot of people in my classmates who suffer from depression, that is why, we must take actions to fight and solve this problem.",-0.07857142857142857,negative
92,nTUWK8vufOk,I want to sponsor Johnathan and help him finish school.,0.0,neutral
93,nTUWK8vufOk,Ah bless jonathan he is so determined while my niece in the philippines her parents send her to a private school provided everything and now she did not finish school what a spoilt brat. I wish jonathan finish a degree someday he deserve to be help,0.0,neutral
94,nTUWK8vufOk,Poverty in the Philippines had been a long time issue even before pandemic. Children are those who suffer the most because of irresponsible people who only know how to make children even they knew that they are unable to feed themselves. Educate people about family planning🙏,-0.012499999999999997,negative
95,lw16DeB6zns,Great insightful report from the reporter.,0.8,positive
96,lw16DeB6zns,"They switched because they want to put the philippines as a title because they know they will get more views if the title has the word ""philippines"" on it",0.5,positive
97,lw16DeB6zns,Complete Lockdown is not a solution. Government must try smart lockdown and allow those people who are earning on daily bases. May Allah bless all the people Ameen,0.10476190476190476,positive
98,lw16DeB6zns,Philippines and then South Africa?,0.0,neutral
99,lw16DeB6zns,Huh why South Africa? This was regarding the Philippines..the interview is irrelevant,-0.5,negative
100,lw16DeB6zns,Philippines shouldn't use lockdown...because many of them earn daily not monthly,0.25,positive
101,Mxf8uGFcqSE,Here we go again. Oh well . . . 😷,0.0,neutral
102,Mxf8uGFcqSE,More kupit more money 😂,0.5,positive
103,Mxf8uGFcqSE,🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸,0.0,neutral
104,cPVE7QGS7As,"Just because our neighbour Filipina increase their covid test testing does not mean they are the worst in South East Asia. For me I admire that they try to save their people the best they can and honest with the figure too. Better than countries who have huge problem with covid, denying that they have the problem. Sending our thought and prayer to Filipina people..from Malaysia. Keep fighting spirit alive. May god protect you all.",0.2508928571428572,positive
105,cPVE7QGS7As,"Stay strong, my Filipino mates, this too shall pass",0.4333333333333333,positive
106,cPVE7QGS7As,"Please be safe you all there. 
Well wish from Malaysia.",0.5,positive
107,cPVE7QGS7As,"We are with you Philippines. 
Stay strong and resilient!!!
Until we meet again.",0.8463541666666665,positive
108,cPVE7QGS7As,Every country is facing the same problems,0.0,neutral
109,cPVE7QGS7As,I hope Filipino people be safe and overcome this happening. from South Korea.,0.5,positive
110,cPVE7QGS7As,"Filipinos are very friendly, hopefully they can get this under control",0.48750000000000004,positive
111,cPVE7QGS7As,"Godbless the Philippines,,,!hope the pandemic will end soon!🙏🙏🙏",0.0,neutral
112,cPVE7QGS7As,We are reaching 50k test per day now that's why cases becomes high. What's important is fatality is low and high recoveries.,0.18000000000000002,positive
113,cPVE7QGS7As,hi can i use this vid for educational purposes? it's for a school project. won't be posted in yt again,0.25,positive
114,jEINZXA_ujo,"My Filipino friends, stay strong and stay safe.",0.4666666666666667,positive
115,jEINZXA_ujo,It's over 7100 islands many have no cases it's a smart move,0.35714285714285715,positive
116,jEINZXA_ujo,"Good job Philippines.. Meanwhile, in Thailand, still no lockdown. the government has little action but the cases is getting higher but still care for the tourism than its people's health..",0.21562499999999998,positive
117,jEINZXA_ujo,The Philippines seem to be more on the ball than the US. Good on ya. Keep it up and good luck.:-),0.6,positive
118,jEINZXA_ujo,Better to act now than later than regret it when it's uncontrollable 😉,0.25,positive
119,jEINZXA_ujo,I hope my family is okay 🙏🏻,0.5,positive
120,jEINZXA_ujo,"here in the philippines our houses are just so close to each other, The virus here can spread with ease, it's a good thing president duterte declared the lockdown earlier, we would've been all infected by now if it wasn't for that.",0.19166666666666665,positive
121,jEINZXA_ujo,Prevention is better then Cure👍,0.5,positive
122,SEHcakm-fAc,"Levels of lockdown/quarantine in the Philippines based on how strict it is:
6. EECQ - extreme/extensive enhanced community quarantine
5. ECQ - enhanced community quarantine
        a. LECQ - localized enhanced community quarantine - is only done on small areas of the city.
4. MECQ- modified enhanced community quarantine
3. GCQ - general community quarantine
2. MGCQ - modified general community quarantine
1. New Normal",0.02272727272727273,positive
123,SEHcakm-fAc,May God bless 🙏,0.0,neutral
124,SEHcakm-fAc,"Success is dependent on the action or steps you take to achieve it. Show me a man who doesn't have an investment and I will tell you how soon he'll go broke. Investment is building a safe haven for the future: with the right choice of investment that has at least 1% minimum risk and with an Expert guidance, profit and interest should be 💯 guaranteed.",0.14761904761904762,positive
125,SEHcakm-fAc,Is it timely?,0.0,neutral
126,SEHcakm-fAc,"In other words, we've lost the game when we're almost complete and back to zero.",-0.10625000000000001,negative
127,SEHcakm-fAc,Nice to know more about our covid situation in the phil.,0.55,positive
128,SEHcakm-fAc,"Successful people don't become that way overnight. What most people see at a glance-wealth, a great career, purpose is the result of hard work and hustle over time",0.43958333333333327,positive
129,SEHcakm-fAc,All those lockdowns do not do very well for the economy because people need to work to pay their bills and feed their family.,0.2,positive
130,c1oU8U05puY,I just ask if timely has a flu vaccine at this time of the year is it ideally the flu shot gets before the onset of the rainy season?,0.9,positive
131,c1oU8U05puY,To health workers po PWD,0.0,neutral
132,c1oU8U05puY,No sounds?,0.0,neutral
133,c1oU8U05puY,Alvin's patience with Usec is impressive that the answers are not straight or strident,0.45,positive
134,c1oU8U05puY,I just say you just roll out vaccines unlimited napo yan till to be equal,0.0,neutral
135,c1oU8U05puY,No audio,0.0,neutral
136,c1oU8U05puY,Can i get the cough and attack antibiotics,0.0,neutral
137,c1oU8U05puY,You answer different,0.0,neutral
138,E56W-5xVOss,One day it will disappear! Everything  has an end!  God is Almighty .,0.0,neutral
139,E56W-5xVOss,Seriously I didn't expect you to be this seriously Covid 19😭 let us pray for the health of all of us ...,-0.3333333333333333,negative
140,E56W-5xVOss,God is the best shield to all Filipinos ... God bless us all ... let's stand up ... we can only hope but the Lord is the only one who created satin .... he also gave the beauty here in this world .. . If he has dirt to clean up to keep this world clean ..,0.3466666666666667,positive
141,E56W-5xVOss,"We are not as hi-tech as China and abroad trust, trust and we will only be able to rescue God we will be saved.",0.25,positive
142,E56W-5xVOss,"It will all come to pass....
JUST TRUST IN THE LORD WITH ALL YOUR HEART AND SOUL",0.0,neutral
143,E56W-5xVOss,"Remember what I told: Be strong and be brave. Do not be afraid or despair because I am Yahweh, your God, with you wherever you go. ” 
 Joshua 1: 9 MBB05",0.21111111111111114,positive
144,E56W-5xVOss,"That's all right, even here. In Germany classes suspended, all events canceled .But quietly no one.",0.14285714285714285,positive
145,E56W-5xVOss,Thank you so much! For the all guidance! And especially that you have prayed and prayed. And keep well in good health! Thank you again to the members / news caster / SA (Rated Kie) and anyone. I salute,0.3958333333333333,positive
146,E56W-5xVOss,"Just remembered the time you cooked for us when we celebrated Christmas inside. You said that you're ""chef"" back then because of the business of your relative (aunt) and you really fond of cooking that's why you've been busy that day cooking the foods that we all agreed upon. And now, you're already do Vlogging here on Youtube. So proud of you Bro! May God bless you always.",0.27499999999999997,positive
147,E56W-5xVOss,Just pray and know the right knowledge.,0.2857142857142857,positive
148,iOE6rAY8l-k,"Why not use schools for temporary covit 19 facilities, students have no classes.",0.0,neutral
149,iOE6rAY8l-k,Beautiful country with so much resources. The people? Not so much,0.4166666666666667,positive
150,iOE6rAY8l-k,"When people are bored and or looking for sources of income, they can't simply stay at home after 5 long months of waiting. Some don't take this disease seriously anymore after ECQ was  lifted....not properly wearing masks and don't observe physical distancing when law enforcers are not around. What can you expect?",-0.14722222222222223,negative
151,iOE6rAY8l-k,"These gets old. 😂 We have now 15,000 new cases in the Philippines.",0.11818181818181818,positive
152,iOE6rAY8l-k,hi people from hilt,0.0,neutral
153,05JLyd58R-w,Here we go again.😷😷😷,0.0,neutral
154,05JLyd58R-w,Bring back masks again,0.0,neutral
155,2fRQ8OsqOLs,Protected Todo Dami who died in Tigat nio Wag nio nio cheated people,0.0,neutral
156,2fRQ8OsqOLs,Nothing can do the DOH lacking the budget corrupt is coming extra budget dw need ... the case is not the case that it has been forgotten only in the Philippines.,-0.16666666666666666,negative
157,2fRQ8OsqOLs,"Poor ones who followed you, bruised the body 
 - Revelation 16: 2",-0.4,negative
158,2fRQ8OsqOLs,"For sure not all cases are covid 19,",0.5,positive
159,2fRQ8OsqOLs,Next plan: marburg virus?,0.0,neutral
160,2fRQ8OsqOLs,I laughed a lot to those who commented on your video,0.7,positive
161,2fRQ8OsqOLs,"That woman is there in DOHELL that Vidco will not be lost to us, one of the whodas joints so it means benefiting.",0.0,neutral
162,2fRQ8OsqOLs,"Wow ha listening, you are expected to be back in the air again, just to register sim SIM",0.0,neutral
163,2fRQ8OsqOLs,Thank you for the info😊,0.0,neutral
164,RhDHGgo4yZg,This is so sad and heartbreaking 🥺😢😔,-0.5,negative
165,RhDHGgo4yZg,This is so sad and to think that I always say I'm starving when I am provided with so much food. I feel ashamed,-0.15,negative
166,RhDHGgo4yZg,"The Catholic Church should also help the poor since Catholic Church is one of the biggest stock holders and investors of Philippine banking industry, food and beverage industry, mining industry, among others. They owned big expensive hospitals, schools and universities in Philippines. Catholic Church is a trillionaire.",-0.15,negative
167,RhDHGgo4yZg,"This is so heartbreaking, I want to help but I know that I can't",0.0,neutral
168,RhDHGgo4yZg,"Mortality rate from COVID-19 is less than 5 percent (compared to SARs at 20 percent). Of the 5 percent mortality rate, 90 percent of deaths are people in the age bracket 80 years and above.
Is the health risk from COVID-19 worth the poverty, starvation, homelessness, domestic violence and loss of income that arises from consequent government efforts to contain the virus?",0.03333333333333333,positive
169,RhDHGgo4yZg,God bless the Philippines 🇵🇭🇵🇭🇵🇭,0.0,neutral
170,RhDHGgo4yZg,God bless her and her family,0.0,neutral
171,RhDHGgo4yZg,"Hi CNA Insider, do you know any legitimate links to donate to the Philippines food crisis?",0.0,neutral
172,oChS6LbuluU,Doh doctors are already starving 😂😂😂😂😂😂😂😂😂😂,0.0,neutral
173,oChS6LbuluU,"C hi na 
Bully and the virus producer",0.0,neutral
174,1psSvU1km0I,"As a foreigner who have lived in Ph for 4 years, I observe that: Wealth gap is a big problem in the Philippines; Many Filipinos have low income while the price of everything is too high.",0.165,positive
175,1psSvU1km0I,Family planning is one of the main key to prevent poverty.,0.08333333333333333,positive
176,1psSvU1km0I,The irony is that those in the poverty are the one who lacks family planning. You’ll notice they are the one with the huge family members.,0.4000000000000001,positive
177,1psSvU1km0I,India is same but 10x times large and worse than Philippines,-0.061904761904761914,negative
178,1psSvU1km0I,"As a Filipino myself. One of the weakest spots of my countrymen is that we are guilible, easily manipulated and are being exploited due to lack of education. Poverty is the driving force of these corruptions because they can control the poor by providing aid to them with malicious intent. Disinformation tru social media has led to many people electing skewed and incompetent politicians. As a result, it cascaded into substandard solutions and short term provisions which aggravated the poor even more. 

EDUCATION is a lengthy investment but I believe it will put an end to the never ending cycle of ignorance and the people being exploited by it.",0.021296296296296296,positive
179,1psSvU1km0I,its so hard too find jobs now in the PH... I'm Bachelor's degree holder and have different skill experience in many aspects but still they hire there relatives and friends in the company even they are not fully qualified instead of the one who is qualified...,0.06944444444444443,positive
180,1psSvU1km0I,"filipinos like to laugh about china, now look whos poorer, this world doesn't need people to insult others with their own nationalistic ideas.",0.44999999999999996,positive
181,1psSvU1km0I,Praying that the Philippines can overcome many of its problem and become a country of just for rich and for poor someday.,0.15833333333333333,positive
182,1psSvU1km0I,The Philippines has a lot of potential if the right decisions are made.,0.14285714285714285,positive
183,liEUC1_l8e8,"“It's better to﻿ die free, than live as a slave”",0.34545454545454546,positive
184,liEUC1_l8e8,This is going to be hilarious when the jails are so full.. you can't jail everyone.,0.25,positive
185,liEUC1_l8e8,I really feel bad for the people who live there. Honestly rather he is serious or not.... You don't make threats like that.,-0.019393939393939363,negative
186,liEUC1_l8e8,I can't believe any human with a brain couldn't see this coming from the start.,0.0,neutral
187,liEUC1_l8e8,If they are offering ivermectin shot as alternative that’s a very good option,0.9099999999999999,positive
188,liEUC1_l8e8,Evil is as evil does.,-1.0,negative
189,liEUC1_l8e8,He's the one who needs to go to jail,-0.1,negative
190,liEUC1_l8e8,Too much lockdown made this guy double up in craziness,0.1,positive
191,liEUC1_l8e8,People have the right to their own choice and their own body. If you force people to do this they will rise up against you.,0.49523809523809526,positive
192,liEUC1_l8e8,He's going to get what's coming to him..............,0.0,neutral
193,o1kPskxFkQ8,I hope to all Filipinos that are dealing with this epidemic I wish you good luck and stay safe and safe God bless you all,0.5666666666666667,positive
194,o1kPskxFkQ8,"Never regret, we are all responsible for each other. We don't like it. There are people who are irresponsible who do not mask public places or on the road. And sure that the virus source is not a mask. And the appointed guardians do not catch up. Inside the villages they are neglected. Just leave the house just to catch the unscrupulous mask. Case is not done. So any stricto implement the main roads if inside the village is neglected, government efforts are useless. Many are really stubborn.",0.11770833333333333,positive
195,o1kPskxFkQ8,I think the thumbnail is incorrect based on what he wants to imply.  Just saying.,0.2,positive
196,o1kPskxFkQ8,"There are a lot of things don't ad up here. In the last 5 months we have had just under 2000 deaths (an average of 400 per month), yet DOH figures show that in a normal year, before Covid, there are approximately 47,000 deaths per month from other causes, so why is it that the system cannot cope with a 1% rise in deaths. Is it incompetence, poor management and just plain panic, just as it is in other countries?",-0.15803571428571428,negative
197,o1kPskxFkQ8,Self-discipline lng guys😉,0.0,neutral
198,o1kPskxFkQ8,God bless president Duterte.,0.0,neutral
199,o1kPskxFkQ8,Gradually we return and reduce the restrictions. Hope these restrictions can only affect negatively to businesses,-0.15,negative
200,PP3Yu-ro1tA,"Death rate is much lower. Vaccinated cases are mild. No need to raise Alert Level or restrict businesses. Govt should pay nurses and subsidize more Covid beds, cancel military procurement and operations while concentrating on healthcare and vaccination.",0.2333333333333333,positive
201,PP3Yu-ro1tA,"It does not say which variant but most of which is probably omnicron which is mild. Dont despair and dont spread panic, keep healthy lang.",0.4444444444444444,positive
202,PP3Yu-ro1tA,The 5 trillion budget is out of Season 3. Magic magic the testing haha,0.39999999999999997,positive
203,PP3Yu-ro1tA,Is that all they have to do? Or in classify as they are positive because they have shown symptoms? People's confusion and panic. So no one believes in the news e. The media will lose their credibility too. Exaggerate the news.,0.22727272727272727,positive
204,PP3Yu-ro1tA,Covid business is booming in the Philippines 😂🤑💲🤑💲,0.0,neutral
205,PP3Yu-ro1tA,"If it's so scary, why is nobody dying from omicron?",-0.5,negative
206,PP3Yu-ro1tA,Nothing to worry about this figure for as long as no case of death happen to any vaccinated individuals. I am just wondering why government is so alarmed by this development of covid cases! Would you now suggest again for another kind of vaccine at the expense of government money so politicians and profit oriented individuals  could amass more wealth?,0.3458333333333334,positive
207,PP3Yu-ro1tA,Kami expensive positive Sa Amin 3 pips huhuu please,-0.13636363636363635,negative
208,PP3Yu-ro1tA,Declare alert level 4 before it gets worst. This omicron variant has exceeded the delta variant and spreading like wildfire. Limit people movement and declare lock downs in places where incidence are high. Learn from what happened before and make drastic and decisive actions before it spreads further,-0.27999999999999997,negative
209,PP3Yu-ro1tA,Not full? We get calls from one hospital every hour asking for vacancy,-0.175,negative
210,NQeI1CRCqeo,"Thank you WHO for letting it be known that you have reopened the circus! But most of all thank you for giving the name, which was still missing, to the classic and usual 'seasonal flu'!",0.03854166666666667,positive
211,NQeI1CRCqeo,"Money, Money again in their pockets. STOP BELIEVING THE LIES. DO NOT CONSENT. DO NOT COMPLY. DO NOT BELEIVE THEIR LIES",0.0,neutral
212,NQeI1CRCqeo,Yes. Interest as in self-interest.,0.0,neutral
213,NQeI1CRCqeo,Variant like flavor only.😂🤣,0.0,neutral
214,NQeI1CRCqeo,Business is BACK !!!!,0.0,neutral
215,NQeI1CRCqeo,LUCRATIVE BUSINESS IS STARTING.,0.0,neutral
216,NQeI1CRCqeo,"Hahaha new business is coming to our country, so let's get ready and wear a facemask for their new business 😅",0.16818181818181818,positive
217,NQeI1CRCqeo,Enough already. Stop listening to WHO.,0.0,neutral
218,NQeI1CRCqeo,stab,0.0,neutral
219,NQeI1CRCqeo,"Poor, foreign nddi ndi believe jan",-0.2625,negative
220,oy0wHScCPds,Ahh when things were not that bad,-0.6999999999999998,negative
221,oy0wHScCPds,What about all the passengers he flew back to the Philippines with?  They could have all been exposed.  Are they being checked?,0.0,neutral
222,oy0wHScCPds,Acts 4:12 There is no other name under the heaven given to mankind by which we must be saved. JESUS is my great HEALER and SAVIOR.... Amen.,0.43125,positive
223,oy0wHScCPds,"Me on New Years Eve: I’ll lose a few pounds! 
Me a few weeks later: stay alive in 2020...💀",-0.04272727272727273,negative
224,oy0wHScCPds,Ung da san lazaro hosp bto?,0.0,neutral
225,oy0wHScCPds,NOW ITS ON MY CITY !!!,0.0,neutral
