,channel_id,profiles,p_desc,external_sites,e_desc,LinkedIn,li_desc,Wiki,wi_desc,Website,we_desc,Twitter,tw_desc,Facebook,fb_desc
37,UCkeTA80xeSa9POCGRpWTIfQ,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
38,UCJsUvAqDzczYv2UpFmu4PcA,0.25,ONLY has an existing Facebook OR Twitter/X profile,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
39,UCXIJgqnII2ZOINSWNOGFThA,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,1.0,At least 100 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
40,UCA295QVkf9O1RQ8_-s3FVXg,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
41,UCWUA2W6LueNy9BSovivFVvQ,0.25,ONLY has an existing Facebook OR Twitter/X profile,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
42,UCef1-8eOpJgud7szVPlZQAQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.25,"At least 500 but less than 1,500 backlinks",1.0,"At least 3,000 backlinks",0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
43,UCItJsxqZNWUyxFn-A2tzizQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
44,UCcYvqQ-UuvvFsHNNfwjYEBw,0.0,Has no existing profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
45,UC1pfsmDBnMQB8sOuQvmTvRQ,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
46,UC7lArlQ18UhSjXwO--aykhQ,0.0,Has no existing profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
47,UCK0UUsCjtMRNtS3BPh1Yc4w,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,1.0,At least 100 backlinks
48,UCJEDFSxHHOW1PpBccdSxOTA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
49,UCsDTy8jvHcwMvSZf_JGi-FA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
50,UCL_A4jkwvKuMyToAPy3FQKQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",0.0,Less than 25 backlinks,0.5,At least 50 but less than 100 backlinks
51,UCW39zufHfsuGgpLviKh297Q,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
52,UCfAOh2t5DpxVrgS9NQKjC7A,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
53,UCJFOER35ggIWwsXh2ZDnqyg,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
54,UCrC8mOqJQpoB7NuIMKIS6rQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
55,UCZaT_X_mc0BI-djXOlfhqWQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
56,UC2Cl2g2xFTZoAEldxYVzQFg,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
57,UC16niRr50-MSBwiO3YDb3RA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
58,UCaXkIU1QidjPwiAYu6GcHjg,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.5,At least 50 but less than 100 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,1.0,At least 100 backlinks
59,UCT350j4u6alUKyF9eu2bGug,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",1.0,At least 100 backlinks,1.0,At least 100 backlinks
60,UCK7tptUDHh-RYDsdxO1-5QQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,1.0,At least 100 backlinks
61,UCP5tjEmvPItGyLhmjdwP7Ww,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
62,UCwHYp-o1OlEVnMRoXLoaaOA,0.0,Has no existing profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
63,UCnQC_G5Xsjhp9fEJKuIcrSw,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
64,UCqTa3sNT6SfiQ2DQK_kuWlA,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,1.0,"At least 3,000 backlinks",0.25,At least 25 but less than 50 backlinks,0.0,Less than 25 backlinks
65,UCHDFNoOk8WOXtHo8DIc8efQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
66,UCFQgi22Ht00CpaOQLtvZx2A,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.25,"At least 500 but less than 1,500 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
67,UCM6z9wqPxdRHjAC_Pjdp5yQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.5,At least 50 but less than 100 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.25,"At least 500 but less than 1,500 backlinks",0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
68,UCUk0AvSMU5CJ0wUqJf9TX8g,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
69,UCU63EiU7Y-8xcRntPIRVrzA,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
70,UCmGSJVG3mCRXVOP4yZrU1Dw,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
71,UCsN32BtMd0IoByjJRNF12cw,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
72,UCAidhU356a0ej2MtFEylvBA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
73,UCdZY83VtDv0WieDHLyXrlNQ,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
74,UCAuUUnT6oDeKwE6v1NGQxug,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,1.0,At least 100 backlinks
75,UCrydVXgGelI6rEtOmKWAffg,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
76,UCJjSDX-jUChzOEyok9XYRJQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.25,At least 25 but less than 50 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
77,UCjjX7g9T83GQwp-OwUvoL4Q,0.25,ONLY has an existing Facebook OR Twitter/X profile,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
78,UChDmf55WYF2keOb-khGk1iw,0.0,Has no existing profiles,0.5,Has existing official Wikipedia page BUT no website,0.0,Less than 25 backlinks,0.5,"At least 1,500 but less than 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
79,UC6WzPg6yxF9dQx2_O6R4lww,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
80,UCzb-6smlTg5UPirLdsdQ_cQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
81,UCTjDhFuGXlhx9Us0gq0VK2w,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.25,"At least 500 but less than 1,500 backlinks",0.0,Less than 500 backlinks,1.0,At least 100 backlinks,0.0,Less than 25 backlinks
82,UCKQECjul8nw1KW_JzfBTP1A,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.5,At least 50 but less than 100 backlinks
83,UCHd62-u_v4DvJ8TCFtpi4GA,0.25,ONLY has an existing Facebook OR Twitter/X profile,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,1.0,"At least 3,000 backlinks",0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
84,UCeY0bbntWzzVIaj2z3QigXg,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,1.0,At least 100 backlinks,1.0,"At least 3,000 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
85,UCoNUtq2hO0VBcwoXX0-f4vA,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.0,Less than 25 backlinks,0.25,"At least 500 but less than 1,500 backlinks",1.0,"At least 3,000 backlinks",0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
86,UCIHdDJ0tjn_3j-FS7s_X1kQ,0.5,ONLY has existing LinkedIn OR Facebook AND Twitter/X profiles,0.25,Has existing official website BUT no Wikipedia page,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
87,UCY6KjrDBN_tIRFT_QNqQbRQ,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,0.0,Has no existing external sites,0.0,Less than 25 backlinks,0.0,Less than 500 backlinks,0.0,Less than 500 backlinks,0.0,Less than 25 backlinks,0.0,Less than 25 backlinks
88,UChLtXXpo4Ge1ReTEboVvTDg,1.0,Has existing LinkedIn AND Facebook OR Twitter/X profiles,1.0,Has existing official Wikipedia page AND website,0.25,At least 25 but less than 50 backlinks,0.25,"At least 500 but less than 1,500 backlinks",1.0,"At least 3,000 backlinks",1.0,At least 100 backlinks,0.0,Less than 25 backlinks
